comments,sentiment
"Plus: the apartment is large and spacious Cons : A million rules for occupancy, we pay for cleaning, but we have to collect garbage ourselves, wash dishes, fold bed linen and towels, before check-in we asked for a link to social networks (this is the first time I’ve met this . The biggest minus is very very VERY cold It is impossible to stay in the apartment, drafts, heating does not help . We wore jackets at home",NEGATIVE
"The apartment is in a lovely location with a peaceful atmosphere and a beautiful view, within walking distance to the metro, which was very convenient. However, the property did not match the photos online. It lacked the decoration and cosiness depicted, the bedsheets were just a duvet and cushions, and the house appeared older in person. The heating system was problematic, as some units could not be switched off, making it uncomfortably warm. Despite paying a cleaning fee, we were expected to remove bedsheets and take out the trash, which was surprising. On a positive note, the apartment was clean, and we had a nice time with the basic amenities provided. An honest representation of the property and clarity about the cleaning expectations would improve the overall experience.",NEGATIVE
"We didn’t have a great experience at Fredrik’s place. Firstly, there were no toilet rolls and the toilet door was not working. Then the stove was not getting unlocked as someone put a child lock. Though Fredrik tried to help us and was quite responsive but we had to plan our dinner out till that was resolved. So all in all, an average experience.",NEGATIVE
Unfortunately this was not the best experience. Communication right after booking was a long list of rules that might have been appropriate for younger/newer Airbnb guests but seemed very unwelcoming for experienced guests with many positive reviews. I was uncomfortable with being asked to provide additional personal information like social media accounts and personal email etc. I was told my personal email was needed to share check-in information but then was sent this info through the Airbnb app so not sure why I was forced to provide it. The apartment itself is ok. Limited kitchen items and in general in need of some updating /refurbishment. The walls are thin and noise from neighbors can be distracting. Missing personal/thoughtful touches and a house manual with details on the apartment and neighborhood would have been useful. Some positives were the nice selection of restaurants nearby and close to transportation.,NEGATIVE
"What a terrific location! The neighborhood is lively with lots of public transportation options. And the apartment was quiet, clean and felt spacious. However, because the apartment seems to be professionally managed, the overall vibe didn’t feel cozy and the amenities were quite basic: the kitchen is not well equipped, for instance.",NEGATIVE
"We stayed for a week at this airbnb. It was very clean, in a wonderful area, and it was beautiful, but there were a few problems with it. For instance the tub leaks badly and it’s hard to shower because of it. We reported the issue and he said he would send someone in to clean the drain to prevent the flooding and that never happened. We only got 3 bath towels for the whole week and a bunch of small hand towels, which we had to use to soak up the flood in the bathroom and when we asked about more he said we would have to buy them if we wanted more, which felt unbelievable because I paid a lot of money to stay here. I would also have liked a microwave. He was very kind and helpful, and overall it was a good place to spend our week!",NEGATIVE
"There is a lot to like. Views of the river are beautiful and there is a lot of space in the living room to spread out. Getting to the main touristy areas or a grocery store/restaurant is an easy Uber. Main issue was the lack of necessities. Washer but no laundry detergent. Dishwasher but no dish soap or sponge. No paper towels. Only one roll of toilet paper per bathroom. The other main issue was the top stairs are unsafe for small children. Wish the listing had said unsuitable for small children. With added necessities, the place is great for families with older kids or a group of adults.",NEGATIVE
"Large, light & airy flat, 3 double bedrooms with comfy beds. Great location (quiet island, sea swimming, Coop shop, pizza & Thai takeaway & restaurants, and bus to city centre all within 7 mins walk). The flat was not completely clean on arrival (fingerprints all over fridge & freezer, and sink plughole. under couches and the low wall between stairs & dining table were very dirty). Also couple of lights didn't work, including main lounge light which we reported immediately but it was never fixed (looking at earlier reviews, this problem had been flagged by previous guests) so lounge was dark every evenings (bar a small side light) which wasn't great. Overall, big flat, in great location, let down by poor cleaning & maintenance.",NEGATIVE
"Nice apartment, got noise complaints for usual living noices, which resulted in us having to be tediously quiet, thus reducing the living quality.",NEGATIVE
"The location was ideal, and the apartment itself had a lot of charm. However, there were a few aspects that dampened our experience. While we appreciated the original Airbnb model of the place, it was filled with the owner's belongings, leaving little space for ours. Additionally, the lack of adequate heating made it less than ideal for colder weather. The cleanliness of the bedroom and bathroom was good, but the bathroom lacked a working light, doors don’t close properly. In the kitchen, while it appeared clean, the presence of a half full trash can and spoiled food in the refrigerator emitted an unpleasant odor. A major issue personally for me was the lack of privacy in the bedroom due to uncovered windows at night.",NEGATIVE
"I don't recommend this accommodation! The apartment is Emma's home, we arrived and she left the apartment, leaving everything messy, with her clothes and shoes all around the house, the drawers of the closets with underwear. The curtains in the room didn't close, and the bedroom window faces the courtyard of the building where everyone who is passing by can see inside the room (the curtain control was out of battery). Another negative point was the fridge full of food and Emma's own things. Emma is a great person, but unfortunately the apartment does not match the photos and does not correspond to the price that is currently being charged. We had to leave the apartment and look for another accommodation. I have photos to prove it! So much so that Airbnb refunded me",NEGATIVE
"The comunication was very bad. The host didn’t sent us any information about check in and noone answeared the phone calls either at the beginning. After all the apartment was very nice, clean and placed in very good location.",NEGATIVE
"If you want to get stuck inside an apartment. This place is perfect for you. But in reality. This place has got a fancy lock. And requires waiting for it. Just to leave the apartment. Then Once you enter the code to get in, you have to wait for it again. The instructions were very confusing. Then I found out it has a by pass turn knob to unlock it after talking to the host.",NEGATIVE
"If location is what you are after, this is perfect although very noisy which is expected in touristy area. It does lack tools and flatware for the 7 people in our group. Someone always had to eat with a bamboo fork. There are enough beds but not particularly comfortable. On the whole there was some issues but would stay there again because of location.",NEGATIVE
"Overall, a good stay. The check-in process was the worst part, but after that it was smooth sailing. The host tried so hard to be clear about the check-in process that it became overly complicated with multiple messages and inconsistencies between them, and a lack of response to my questions trying to clarify different points didn’t help. A simple message with the building code and room code would have sufficed. Also, the 4pm check-in is later than any I’ve ever had, and absolutely no wiggle room from the host. It stinks because during a good portion of the year in Stockholm it’s already dark by then and stores are near closing. After the check-in annoyances, everything was fantastic. The place was clean and beautiful and it couldn’t have been in a better location. Great shopping and restaurants nearby, and quiet neighbors. Would stay here again, especially now that I’ve worked out that the apparently complex check-in and locking system is not so bad at all.",NEGATIVE
"Good location. Communicative host. We had some problems with wifi connection so we ended up using someone else's free wifi with the week signal. Shower towels had a bad smell. Kinda noisy from the outside, not the best noise-isolation. Windows are not opening, could be a big pain-point when it's hot outside. Also no AC.",NEGATIVE
"The room I was given in the building had a problem with the lock. It was unable to lock from the outside which was very worrying whenever I had to leave. The landlord did not communicate timely and could not understand what I was saying. It took them 4 days to come fix the lock after I reported to Airbnb support. Checkout instructions were given a few hours before checkout, which was way too late because I had already left. The location is perfect, noisy, but that's expected. The bedroom door was unable to close either.",NEGATIVE
Great but shower was broken the entire time,NEGATIVE
"Very basic apartment, bought by someone just to rent it: IKEA-only interior and curtains not even shortened to fit. Outdated bathroom (the pictures don't show everything) with defects. Basic kitchen utensils. And only four cups, four plates, four spoons, four knives and so on and so on. Never mind the dishwasher, with the four of us in the apartment we had to do the dishes after every single use. The sofa bed is too small for two, even for the kids. And the (dinner) table and placement is way too small for four people. While making the reservation we were asked to provide our email addresses and social media profiles (url / links). Most messages the host sent us were automated. We could have known better but checked too late; this host has over 80 (!) apartments on Airbnb. Probably one of the reasons housing is getting more and more expensive in Stockholm. Other: - quick communication - metro stop (Bagarmossen) withing walking distance - so is supermarket and basic other - clean",NEGATIVE
"In general everything went well. Some comments: -the communication was really slow, the hosts do not answer messages for several days, I had to insist to get basic information for check-in (as we where a group it was specially complicated as some arrived earlier than me doing the reservation). -Mattresses are of really bad quality and old. For this price, they should provide better mattresses -IMPORTANT: the access to one of the room is through another room. This is not communicated in the rental page. Be carefull when travelling in a group if you need privacy",NEGATIVE
"I really wanted to rate this stay better, but there were so many issues with both the host and the property. The co-host, Stefan, responded to questions with copy/paste replies that didn't really address the questions we asked. On day 4 of our 10-day stay, I reported a beeping fire alarm and requested help, Stefan asked me to take it down and he'd be over the next day to fix it. There was no screwdriver or replacement batteries in the unit; he never showed to service it during our stay and didn't respond to follow on messages. They sent check out instructions two hours before check-out - but we had already left for the airport several hours prior. The main shower had black and orange mold, the secondary shower is a converted coat closet at the entry. The kitchen faucet had a leak ""fixed"" with scotch tape. Furniture was stained, a lamp with a stained lampshade was oddly on the floor, without an end table. The location was amazing - but the condition of the unit was not worth the price.",NEGATIVE
"Unfortunately, our experience with this host was disappointing. Despite our agreement, the keys were not left at the designated pick-up point, and the host was unresponsive to our phone calls. As a result, we were left stranded and had to search for a hotel room at midnight during the busy Christmas holiday season. Based on this experience, I cannot recommend this host.",NEGATIVE
The price of this place was quadruple the usual price due to Taylor Swift concert so it’s understandable. Getting in here was difficult; picking up the key at a best western hotel that was quite a distance from the apartment was inconvenient; it required 2 separate Uber rides because of the distance. Also the key was not waiting for us at the hotel so we had to wait about an hour in the lobby of the hotel. There is a lot of very noisy construction surrounding this place; excessive daytime noise was a problem. On the plus side there are decent restaurants within 10-15 walk. Nearest metro is at least a 15 minute walk. I would not stay here again but it was the best we could do because everything was booked up for the concert. Apartment was clean and the main bed was comfortable except for the pillows and sheets ( lumpy and scratchy) . Nice balcony to sit outside.,NEGATIVE
"The worst trip ever, bad located and so much smell of ciggares inside apartmen, the agent is impossible to reach",NEGATIVE
"The location was excellent. Andreas communicated really well with updates up until our stay. However, after completing the form reference sleeping arrangements, and stipulating that two beds would be required; the separate sofa bed was not made up, nor were there the required sheets for this. This was brought up to the host on messages with no response. The apartment is exactly as described and clean, however the dishwasher was not emptied and the oven tray was dirty. The WiFi did not work for us at all. On the advert for this property it’s states a check out of 1100hrs, however the separate house rules state 1000hrs. When I sought clarification and explained that we would like to stay until 1100 I was told we had to leave by 1000 due to cleaners arriving etc. On the day of departure, I had a message offering a late checkout - we declined. I wouldn’t stay here again.",NEGATIVE
"Our experience was good, but not great. There were many small details that just annoyed us, like not great maintenance of the place or imperfections in the check-in process. In the end we had a good time, but it did not deliver on expectations. Andreas did a good job keeping communication flowing, but it was not enough to justify a great rating.",NEGATIVE
"The location can't be beat and Olof's place was clean but it is very small, something the pictures don't show (e.g. your knees hit the wall when sitting on the toilet). The bathroom and kitchen are prohibitively small, we didn't even bother trying to prepare food during our stay. Overall. the apartment clearly lacks in attention to detail. The lighting is horrible and one (of only two) lamps didn't even work (prior reviewers also complained about this and it still wasn't addressed). He has candles but doesn't even offer a means to light them. The space wasn't very inviting, which made us prefer not to be there much, other than to sleep. It just lacks in asthetics, and appears to be a half hearted effort that is for nothing more than to turn a profit with minimal effort. For this price you can certainly find better options, I won't ever stay here again and I can't recommend it to anyone.",NEGATIVE
"The apartment did smell a bit and wasn’t so clean.. and we paid 700kr for cleaning but yet we needed to fix all the sheets and the towels. Also take out the trash and on top of that you have to wash the dishes.. I’m wondering what they are cleaning if the floor is still dirty and some table surfaces? For those with a car, it’s hard to find a parking lot so keep that in mind that it can take some time.",NEGATIVE
Walking distance to everything you need to get to but not as nice as pictured.,NEGATIVE
"The space is very compact, which became challenging when the pull-out bed was in use, blocking access to the bedroom. The bedroom has no doors or curtains, offering no privacy. Storage was a significant issue. The apartment was cluttered with dirty buckets, vacuums, cleaning supplies, and excess linens, leaving no room for our clothing or suitcases. While the decorations were nice, there were too many, reducing usable space. The listing pictures made the space look more organized and larger than it is. Curtains shown in photos were not present, which was disappointing. The kitchen was generally good, but the oven seal was broken, making it unusable. The bathroom had hot water and good pressure but limited storage for toiletries. We also noticed mold around the sink and the small window. On the bright side, the host was very responsive and promptly provided a hairdryer and iron upon request.",NEGATIVE
Really not appropriate if you want to sleep in two different beds. We asked the owner if he could at least block the light from the window or put back the door supposed to separate the two rooms. He never answered. Bad WiFi : unsteady. Almost no natural light as it is located in a basement. Really expensive for what it is. Disappointed,NEGATIVE
"The place and the price are not match. It is very expenssive according to the the qualification of the house. The house not worthy to be such price. First it is in the badement, not enough beds for four peaple. The host said that the house can hold max 4 guests but it is not. Even the bedroom in not confortable to sleep in cos of heavy atmosphere, we got lack of breathing, we could not sleep. There is one small window there, the window is located in the same level with the ground. If you open it it gets to cold, if close it, you got shortage of breathing. I was like wake up at 04:00 or at 05:00 to open the window to get fresh air for about 10min then close it and sleep again. That was a bad experience. I have used airbnb many times. This was very unexpected for me place according to the picture. I could say many things but this was the most important to say about this place.",NEGATIVE
On the first floor on a very noisy street. No fan or air conditioning and impossible to have windows open due to noise.,NEGATIVE
"The place was nice looking and clean and in a central spot but unfortunately the problem with no heating left a less good impression. Clara was kind and brought a small portable radiator but there was no bathroom heating and the rest of the rooms were cold except for were the heater was kept. The places was also slightly oddly set up, tv on the floor (not plugged in) and lamps with no where to plug them in.",NEGATIVE
"The reason why I gave 3 stars is because we were rushed out of the place before check out time. the application clearly stated check out was at 11 am. The cleaning lady arrived at 10 and asked us to leave. I asked her to give us some time to pack. We were at it when I got a message from Stephan in a tone I did not appreciate asking me to ""respect the check out time"" (which I did) and demanding to leave as they needed the room -now- At the moment of receiving that message it was still 30 minutes before check out",NEGATIVE
"The apartment is well kept and clean but the coldness of the contact, the rigidity and the lack of any personal contact beyond the routine -like messages made us feel we were dealing with a robot. Once we asked to leave the one piece luggage outside the door just for an hour to allow going for breakfast without getting wet under the rain we did not even receive a line. Where is the sense of community so much underlined by airbnb? Meer business seems to be the core.",NEGATIVE
Lots of noise because it's heart of Europe,NEGATIVE
"It is a beautifully decorated apartment in a central and lovely district. However we were a bit annoyed as it fell short on the sleeping arrangements: having only 2 duvets (smaller than the bed) and 2 towels out when the home is advertised for 3, and especially not having the bed made but requiring the guest to remove the sheets after the stay was clearly insufficient considering the price + cleaning fee. Also one of the pillow was clearly in a dirty state. We sent the above comments and got refunded less than 10€…",NEGATIVE
"Not a good experience with this apartment, Olof himself was a good sport about it. I would not recommend this apartment, it is located in a building that is under construction and the floor it is situated on is everything but cozy and inviting. I could not get into the building nor reach the third floor the apartment is located at. I only managed to get into the building because some other people coincidentally walked out of the building. After that I was stuck in the elevator en could only get out because there was someone there to help me. I would not recommend this place. Olof was friendly and helping when I told my situation but in the end, I did not stay in the apartment.",NEGATIVE
"Our eagerness for Olaf's discounted Södermalm retreat quickly turned to disenchantment due to severe check-in issues. Despite extensive pre-arrival dialogue, Olaf's abrupt disappearance at our critical moment of arrival, coupled with ineffective door codes, left us and other guests marooned, some without their essentials. This silence, starkly at odds with our informed arrival plans, was distressing and fundamentally unacceptable. This failure in communication starkly highlighted a significant shortfall in the Airbnb host-guest interaction paradigm. It emphasizes the necessity for hosts to maintain robust, responsive communication channels, especially during essential transition points like check-in. This breakdown in trust overshadowed our potential memorable experience, spotlighting the vital importance of reliability and promptness in the hospitality domain, crucial for shaping guest experiences and satisfaction.",NEGATIVE
"It was a functional home with basic equipment and furniture. It served my purpose very well except the kitchen that was missing pots so I couldn't really cook or boil anything. Got the first apartment where the smell from the bathroom was too strong ang got really good service to change to another apartment, but unfortunatly that bathroom smells bad too. Even if you close the bathroom door you'll feel the smell in the apartment. For living there only five days I was hoping to not have to complain or ask for support all time. You should really make some maintenance on your apartments. Other than that Olof communicated well. The location is calm close to beautiful environment.",NEGATIVE
"I rarely complain and do so with reluctance. An essential ( sine qua non ) for my stay was the advertised wi fi . From UK so this was essential as otherwise had no means to communicate etc . The Wi-Fi did not work . As a result I had to wander round Stockholm trying to find a Wi-Fi signal to notify the host and wait for replies . The response was to merely repeat the details including password , which were not working ! Totally unacceptable and ruined what was meant to a relaxing four night break . But for this I would not complain about the kettle that was not working , the window that did not shut , the uninspiring view ,the need to have three separate access codes and the dirty lift that was being used by builders . Not happy",NEGATIVE
"I liked the decoration and location of the accommodation. I didn't like that there is no washing machine and in the advertisement it said there is . I also didn't like that they asked me for a requirement to reserve my social networks and LinkedIn, a suspicious attitude on behalf of this host.",NEGATIVE
"When arriving and finding out I could not acces the airbnb, Olof told me to push up the handle while pressing the code and when this did not work he stopped reacting. After waiting for an hour I was outside with no place to sleep at 22.30 and eventhough Olof was aware of the situation he did not do anything. I would not recommend anyone staying at this place and I hope no one else will have to experience this.",NEGATIVE
"Olof's apartment is in a good area. Unfortunately some things did not work out as planned. The door code and the internet access did not work right away. Unfortunately, we also found the apartment not completely clean. Olof was always at our disposal.",NEGATIVE
"I must be honest, as I booked this place based on previous great reviews from the guests … I had the bad luck to arrive for a late check out, so the surroundings and look of the building at night wasn’t helping: It is an actual clinic (or ex elder house I’m not sure…) So elevator wasn’t functioning in the entrance I found (the address given is the name of the clinic/ not the street itself) When I managed to take the stares instead, climbed 3 floor to access to giant corridors flooded into darkness, I walk 10 nim to find my cell … opened the code door, and found an hospital room (photos were took with a fish eye camera/ real proportion of the place are tinier than expected… and the bedroom is literally giving in the entrance, as is the bathroom … decor has lived since the pictures and the bed linen are more than spartiate (not as pictures again) I did not cancel because I would have lost my initial money but I would not rent again… Sorry to be that negative 👏🏻",NEGATIVE
"Grateful for the place to stay. Left it to the last minute and only place available. Great communication from host. All coded entry so no keys. Personally I feel checkout at 10:00 hrs should be changed to 11:00 hrs or 12:00 hrs. They offer a later checkout for more money which they message you about. Bathroom isn’t the best with a constant overwhelming smell of sewage. Building work right outside will wake you up at 08:00 hrs. The window handle in sitting room was broken. Very basic kitchen. Nonetheless, hot water, working toilet and comfy bed. The sitting room is lovely though and place felt clean.",NEGATIVE
"Comunication with the host is impossible as it seems like you're talking to a robot. We had different broken screws in the windows, a mulfuncioning bathroom door and no lights in some lamps. We proceeded in reporting those issues, our complaints were recieved and in 4 days no one reached out or tried to fix the issues in person. Location is nothing special but in line with the price range.",NEGATIVE
"Despite negative reviews i still went ahead and booked as needed somewhere to stay on short notice and apartment looked decent judging from photos. As other reviews mention, there was a a strong smell of sewage coming from bathroom and dirty soiled bedding left in one storage cabinet. Apartment was also in an ex-hospital which was not made clear looking at the photos and listing. Didn't feel safe staying in the location and I checked out the same day incurring extra cost of a hotel. Airbnd support were really helpful in resolving the matter.",NEGATIVE
"We had a few problems with Olofs Place… for example the elevator didn’t work, there was a weird smell in the staircase, the shower water was very hot and when we booked this stay it wasn’t listed yet that there are constructions going on from 8am to 8pm. Also you can’t open the windows all the way as there is a block installed which wasn’t very pleasant in the summer. However, considering it was one of the cheapest apartments we could find you get what you paid for. Olof himself also answered quickly. Just keep in mind that it’s not a luxurious getaway:)",NEGATIVE
"This place is tiiiiiny. If you're coming to Stockholm and only need a place to sleep - this place is it. If you're staying for a longer time and want to feel at home, pick a different spot. Bus stop was right outside which was positive. In general, as underwhelmed as I expected.",NEGATIVE
"First of all, the SMELL in the apartment was terrible. And the apartment looks quite different at photos.",NEGATIVE
"The first communication with the host was quite pleasant, however when arriving the check in time was 4pm, we arrive at 5pm and they were just starting cleaning the apartment saying that they communicated the host about it but no notice to us was sent. This cause a tremendous stress to us and my pregnant sister in law, we were all tired from our long trip and needed to rest. They finished cleaning at almost 6pm and finally could enter the place and still it was not properly cleaned. Overall they need to improve their communication and cleaning process so this won’t happen again to any future guests.",NEGATIVE
"Overall, we were satisfied. The bathroom could use some improvements, but the toilet tank definitely needs to be replaced, as it caused a lot of frustration.",NEGATIVE
"Location is close to metro station and to city center. Unfortunately, building is under construction inside and outside which we weren't informed about at all. One elevator didn't work and the remaining one was used by builders so we had to wait around 15 minutes for a space to go downstairs each time. Main doors, elevator and flat door use code to work which is annoying after couple of trips. Builders woke us up at 7 am when they start their work. Building use to be a Hospital now made into flats, which you can easily tell once you get in. It needs some improvements and once the construction stops it will be a nice place to stay.",NEGATIVE
"It felt very basic, we were woken up by someone drilling in the wall at 8 am, and then there was a lot of construction material in the hallway. Besides that, the building has a weird vibe, with a dirty elevator and poorly maintained corridor. But the apartment was clean and had all the amenities.",NEGATIVE
"Positives: - Clean - Basic but complete amenities - Good price Negatives: - The building was rather old, not very functional, and mixed with some medical practices - The location is not very close to metro stops.",NEGATIVE
"Great host but property needs work. Its an old hospital building and still feels like it, quite cold feeling and unwelcoming, hallways and lift are horrifying and need a lot of work. Property looking different to pictures when i checked in a lot of the decor was missing Bathroom needs a lot of work done, you can shower without getting the whole floor wet",NEGATIVE
"Excellent location and great value for the money. The only minor gripe we had was the repair work in the building starting at 7am every morning, but that's just unfortunate timing.",NEGATIVE
"The place was nice, but we had problems with the check in, when we arrived the sheets and the towels were dirty and on the floor, they gave us another apartment but with all the inconvenience like getting more sheets for this new apartment and the time lost, we lost money with a reservation we made. We ask for a refund but the host doesn’t respond the messages. By the way, if you want to cook in these apartments you need to bring your own oil, because they don’t even provide it.",NEGATIVE
"Close to a grocery store, bed and couch were pretty comfortable. Glad we have a kitchen and large bathroom space. Unfortunately the bathroom had a very bad smell that did not go away our entire stay. There was also a lot of construction noise that started at 6AM that we were not informed about. The building seemed to be a work in progress.",NEGATIVE
"A lot of things to say. Apartment pretty dirt and unfunctional. Freezer broken so I had to throw all my food for the 4 days. Bathroom dirt, sheets and bedstuff extra dirt.",NEGATIVE
"completely unexpected, everything is too old except the micro i write this only to Wake them up otherwise i am very positive person. To get money you have to spend money!!!!! totally not recommended on this situation",NEGATIVE
"I booked the apartment for a vacation in stockholm, arrived to the building to discover the elevator is not working, and the apartment is in the 6th floor, then found there are multiple locks for the keys, and it's hard to know which one belongs to the apartment, so spent an hour in the stairwell trying to find my way to the unit. I booked knowing there is an elevator working, due to back pain issues. Afterwards I went to the unit which looked nothing like the photos at all, contacted the host, and she told me that we have admin issues which shows photos for another apartments that they had in this ad, which didn't make any sense to me!! I contacted Airbnb, as I found the ad for the apartment which I checked in matching another ad which the host for a much cheaper apartment for the one I booked, posted by the same host (coincidence hah !!), so they gave me the option to check out, as the host gave me a different apartment, thinking I wouldn't notice, and I will just accept it.",NEGATIVE
"Bad experience PROS: - convenient location with a nice view of the river - spacious apartment - bedroom with a comfortable bed - refunded part of the money for all the problems that were created in the house and which made the stay unpleasant CONS: - very uncomfortable sofa bed - very old and dirty kitchen, very dirty and unclean utensils in the house, dirty plates and glasses, dirty bowls - a freezer full of ice that wouldn't close, kept leaking water which was wetting the entire floor - very old and dirty gas stove - vacuum cleaner with a faulty power cord - The elevator was broken for the entire period of the stay, it was a problem for my elderly parents to have to go up to the third floor on foot - absence of dark curtains for the third person sleeping in the living room",NEGATIVE
"Very spacious flat in a quiet neighborhood. Lots of natural light. Perhaps this could be attributed to me not reading carefully enough, but I was disappointed that hair conditioner and laundry detergent were not included in the amenities. It is particularly odd to me that a washing machine and dryer are available without laundry detergent provided. Also, the primary bathroom did not include a toilet paper holder. The extra half bathroom was nice, though.",NEGATIVE
"This was a stylish, spacious and clean flat in quiet surroundings. The only issue was that it was a 15-20 min train journey from central station. The location is a suburb, and does not feel like being in central Stockholm. Having said that, the train is easy and the cost is covered in a public transport day pass. Not sure if I missed the info on location, but it was disappointing not to be in the city centre with its atmosphere, and with restaurants etc close by.",NEGATIVE
"1. - Be aware, there is now WiFi in the apartments, which does not make any sense to me, host refused to elaborate and find options even I was in a desperate need of internate. 2. - Host itself is a business account, so don't expect any flexibility or a humanity. Automated conversations, multiple repeating and money-oriented approach, long response times. 3. - Provided host number is simply not exist :) 4. - Check-in instructions are confusing and needs to be revisit. Codes and pictures are messed up. 5. + Really good price and exceptional furniture! 6. + New towels were provided after a few weeks of renting. 7. - Bad quality window in a bedroom, constantly feeling a wind blow. 8. - Poor noise isolation, snoring of neighbors extremely annoying.",NEGATIVE
The apartment was clean but the toilet smelled very bad and the smell spread to the apartment at times. The location was good and central. The host did not communicate approapriately and we were asked for an extra fee to be paid in cash…,NEGATIVE
"We really enjoyed our stay at the flat. It is large, clean, and in a beautiful neighbourhood, with lots of nice amenities. We would like to stay here again. A few things meant this was not a five star stay. Finding the key box in the dark and cold was difficult as the instructions were unclear; there were some basics missing from the flat - kettle, toaster, bread knife - boiling water for our tea in a saucepan was not great; and, the lights in the bathroom did not work. These are all first world problems but with a few tweaks, this could be the most amazing luxurious stay!",NEGATIVE
"The apartment itself was good, the only problem was the kitchen stove that took for ever to heat up so we ended up giving up on cooking and went out for dinner. The building it was in wasn’t so great, the elevator felt like it was falling apart and the front door kept getting stuck. Initially had problem getting into apartment due to being given the wrong access code. Luckily the host was quite quick to reply and give us the correct one.",NEGATIVE
We had the enterance problem about lock system. Lock did not work 3 hours at night 22.30 to 01.30 am to .we wait the answer. My wife have a medicine inside but we can not get inside the room. It was bad time. The kitchen plate and some tools dirty.,NEGATIVE
"Once you are inside the flat, it is ok, clean and well decorated. There is however no fridge, and the bathroom is like a hospital bathroom. Felt a bit unsafe in this building, and the elevator just did not work. Mind that you will be asked several additional information and admin work to get ""approved"" by the host, after reserving.",NEGATIVE
"Very terrible experience. First of all, I could not check-in and finally had to book another stay. First, the owner sent different details (room no and passcodes) in different messages. Secondly, the door code didn’t open even after dozens of attempts, at this point owner was providing different passcodes(probably he had some backup codes). Finally, he provided a backup link to open the lock but that also didn’t work. Nonetheless, the entire process took 3-4 hours standing in lobby entire time. Another scary moment was in lift, there was a guy (probably drugged and with mafia look with body full of tattoos) and was scolding someone(another guest in same building) in very loud and aggressive voice. This will definitely scare you if you are not a local resident.",NEGATIVE
"It's a good clean flat. Elevator made us many troubles. it is too complicated entering codes on pinpad and it did not work many times and stealed our time ((. I don't honestly understood the host's request to pull off used bedclothes and put them together with used towels on floor near bathroom. It's a duty of room service, which I had paid for.",NEGATIVE
"very nice, the only problem where ants that made our stay a little uncomfy. where not able to cook and leave grocerys in the kitchen.",NEGATIVE
Very clean and organized with a good location. Only downside is the building and hallways were very sterile and did not make it feel very cozy.,NEGATIVE
The apartament doesn't correspond to the photos. There was a bad sewage smell coming from the bathroom. The position is good for the bus stop really close but isn't close to the city centre.,NEGATIVE
"Floor in the kitchen wobbly. Toilet seat with yellow hue (???). Kitchen door broken and impossible to close without force. Equipment outdated apart from the kettle. Cupboards old, painted over and some of them with water damage. The amount of times I walked into the “chandelier”. There was drilling, hammering and God knows what in the apartment above or next to us from 7am…😭😭😭. Road works just made it worse…and people smoking at the entrance… Good location and price, but that’s about it.",NEGATIVE
"Not informative about household information. Did not receive any keys to lock the bedroom, can't close the window to the bedroom doesn't have handles. Said quiet hours is between ""11pm-7am"" but they invited guests over and made lots of noises. Arrives at 9:30pm and left the place at around 11pm the same evening. Overall the host is not very considerate about the guest.",NEGATIVE
It’s a no car zone area. With luggages it’s a tough time.,NEGATIVE
"We loved the location being, stepping out the door and being in the midst of it all. The beds were comfortable and having the half bath was nice. However, there is some neglect of the property that we found disappointing. The AC blows air (loudly) but does NOT cool. Reading reviews, it is evident this has been a problem for several months, with no repair made. When we brought it up, the host acted as if it was a new issue and sent someone over to look at it. After reading reviews stating the AC was broken a couple of months prior, her response felt disingenuous. Would have been better to simply state from the outset that there is an ongoing issue with the AC. There is also a chair that needs repair. For open communication, it should be noted, the refrigerator is elevated. I am 5’10” and I had to stand on a chair to get access to all shelves. If you do not need AC, and don’t need easy access to the fridge, this place will work nicely and give you great access to Gamla Stan!",NEGATIVE
Great location. The only negative was the strong cooking smells from the neighbours. No fault of the property but quite overpowering at times,NEGATIVE
Boat was docked in construction zone with barge with big crane and backhoe blocking view of Old Town. There is a gate with a code to get to the area. No hot water for showers 3 out of 4 days we stayed. The second day the shower drain overflowed and flooded. Olle fixed it when we told him about it. Kitchen is cluttered with Olle’s food leaving little space for food preparation. Cushions from upper deck couch were piled in the stern lounging area (along with a drying rack filled with previous guests towels the first two days) making area uninviting to sit in. Olle was present in the common living space much of the time.,NEGATIVE
The location is great and the place is close to the metro station. I liked that the place was clean and the host was friendly. One thing I would like you to know is that if you’re looking for a room with some privacy then this is not the best choice. I thought I will have a private room with a door but I was a bit disappointed that it’s just the living room separated from the rest of the apartment by curtains. I was unfortunately hearing all sounds and the calls the host was making. So if you want a too social house whom you can talk to then this might work.,NEGATIVE
"We waited for hours in front, with an unresponsive host, only to be told at the end by Airbnb that it was a fake listing and that we should try to find another place. We went to a hotel instead and all our plans for the weekend were messed up. Erik is clearly a scammer.",NEGATIVE
"The place itself was nice. We experienced poor communication from the host; expect slow, unhelpful responses. In particular, we were told we would be given access to laundry via message after asking in advance, and were not able to over our 6-day stay. Additionally, the refrigerator had a putrid, lingering smell that filled the space. Would not stay here again.",NEGATIVE
"The bed was not comfortable, simple and lacking a mattress, I would not recommend this for two persons . Checking in and out was also complicated, needing to get the keys in another building in another street.",NEGATIVE
"Unfortunately the apartment wasn’t cleaned after the previous tenants and the sofa bed was broken. Since we arrived at night and didn’t have any energy to search for alternative, we had to stay one night before relocating to hotel. It wasn’t the best start of the vacation…",NEGATIVE
